"Address","lat","lon","remoteness","dist_to_coast"
"63 York St, Teralba NSW 2284",-32.963442,151.6050072,0.023895148,0.1063015
"22 Carrington Street, Darlington Point NSW 2706",-34.5689025,145.9999434,4.1612687,3.447028
"663 Warringah Road, Forestville NSW 2087",-33.7598883,151.2114366,0,0.07810249
"426 Ballina Road, Lismore Heights NSW 2480",-28.8107272,153.3052296,0.56,0.2420744
"313 Great Western Hwy, South Wentworthville NSW 2145",-33.8163788,150.9718311,0,0.2280351
"3-15 Union Street, Forbes NSW 2871",-33.3775063,148.0101108,2.61,3.058055
"144 Maitland Road, Islington NSW 2296",-32.9148051,151.7480062,0,0.03162277
"202 Princes Hwy, South Nowra NSW 2541",-34.9163195,150.604205,0.5067605,0.1280625
"6532 Kosciuszko Rd, Jindabyne NSW 2627",-36.4099034,148.5968946,3.1036704,1.393018
"2 - 4 Peterborough Avenue, Lake Illawarra NSW 2528",-34.5438601,150.8636236,NA,0.01
"2 Bridges Rd Cnr Newbridge Rd, Moorebank NSW 2170",-33.9283774,150.93273,0,0.2061553
"74-78 Auburn Road, Auburn NSW 2144",-33.8546493,151.0325076,0,0.156205
"295 Forrest Road, Bexley NSW 2207",-33.9444759,151.1283492,0,0.03162277
"70-76 Manning Street (Cnr Wynter St), Taree NSW 2340",-31.9092136,152.4583298,1.62,0.1421267
"5 Sandon Road, Minnie Water NSW 2462",-29.7690002,153.2949327,NA,0
"42 Spencer Street, Iluka NSW 2466",-29.4051657,153.3497814,2.4477787,0.02
"494 Pacific Hwy, Killara NSW 2071",-33.7701345,151.1605034,0,0.1077033
"1 Jerilderie Street, Conargo NSW 2710",-35.3518931,145.57041,4.707539,2.570934
"1 Elm St, Colo Vale NSW 2575",-34.4030868,150.4884684,0.6628872,0.4080441
"Newell Highway, Bellata NSW 2397",-29.9292237,149.7914042,7.771533,3.281052
"87-89 Princes Hwy Cnr Hughes St, Batemans Bay NSW 2536",-35.7194022,150.1762782,1.67,0.02
"290 The Entrance Road, Long Jetty NSW 2261",-33.356869,151.4862292,NA,0.01414214
"334-336 Parramatta Rd, Homebush NSW 2140",-33.8581667,151.0681389,0,0.1345362
"6 Stephens Road, Queanbeyan NSW 2620",-35.3465734,149.208709,0.15481807,1.056882
"464 Cabramatta Road West, Mount Pritchard NSW 2170",-33.8973575,150.9129072,0,0.2370654
"338 Princes Highway, Blakehurst NSW 2221",-33.9866267,151.1126438,0,0.02236068
"100 Bonnyrigg Avenue, Bonnyrigg NSW 2177",-33.8866866,150.8887568,0,0.2683282
"19-25 Merimbula Drive, Merimbula NSW 2548",-36.8875785,149.9089176,4.42,0.02
"83 Lalor Road & Quakers Hill Parkway, Quakers Hill NSW 2763",-33.7275953,150.896754,0.06733959,0.3471311
"98 March St Cnr East Market St, Richmond NSW 2753",-33.599351,150.7515394,0.09,0.5003998
"100 Collier Street, Redhead NSW 2290",-33.00878,151.710266,0,0.01
"25 Parramatta Road, Haberfield NSW 2045",-33.8879719,151.1428271,0,0.07071067
"890 Freemans Drive, Freemans Waterhole NSW 2323",-32.9843603,151.4857986,0.71927273,0.1878829
"192-198 The Kingsway, Woolooware NSW 2230",-34.046334,151.1335659,0,0.02
"7A Sydney Road, Mudgee NSW 2850",-32.6066059,149.6001636,2.21195,1.908953
"1B Butler St, Byron Bay NSW 2481",-28.6417874,153.6107986,NA,0.01
"2046 Putty Road, Bulga NSW 2330",-32.6526134,151.0206775,2.1870449,0.7516648
"98-100 Minjungbal Drive (Pacific Hwy), Tweed Heads NSW 2486",-28.2049117,153.5449042,NA,0.02
"13124 Hume Highway, Sutton Forest NSW 2577",-34.608197,150.225075,1.5044053,0.5738466
"92 Lakeside Drive, KANAHOOKA NSW 2530",-34.501175,150.8145749,0.11,0.06324555
"112 Kalander Street, East Nowra NSW 2541",-34.8884938,150.6087973,0.49,0.1403567
"3-5 Tura Beach Drive (Cnr Sapphire Coast Drive), Tura Beach NSW 2548",-36.8639233,149.9139716,4.5379405,0.02
"91-93 Elsham Ave Leewood Estate, Orange NSW 2800",-33.285294,149.101051,1.17,2.091244
"67-69 Hawkesbury Rd, Westmead NSW 2145",-33.8133464,150.98571,0,0.2202272
"56 Finch Street, Bingara NSW 2404",-29.8676496,150.5690882,4.3,2.544209
"7452 Newell Hwy, Beckom NSW 2665",-34.3315988,146.9584169,4.7395434,3.521647
"41 - 43 Princes Highway, Unanderra NSW 2526",-34.4502963,150.8492785,0.11,0.06
"601 Pacific Hwy, Boambee NSW 2450",-30.3351893,153.0802826,1.9564244,0.02828427
"42 Adelong Road, Tumut NSW 2720",-35.2959402,148.2129376,1.33,2.024055
"107 Erskine Street, Dubbo NSW 2830",-32.2444163,148.6111681,2.1,2.95161
"67 Stewart Avenue, Hamilton South NSW 2303",-32.9321439,151.7533406,0,0.01
"27 Orange Road, Blayney NSW 2799",-33.5270341,149.2445526,1.6999376,1.856475
"21 Boundary Road, Mortdale NSW 2223",-33.9706194,151.0735465,0,0.05830952
"641 King Georges Rd Cnr Percival St, Penshurst NSW 2222",-33.9598182,151.0892215,0,0.06403124
"300 New England Highway, Rutherford NSW 2320",-32.7148398,151.5251305,0.05,0.3190611
"78 Pacific Highway (Cnr Burns Rd), Ourimbah NSW 2258",-33.3467648,151.3709736,0.31598747,0.1063015
"1 Oxley Highway, Somerton NSW 2340",-30.9437999,150.5546678,4.331649,2.236806
"600 Liverpool Rd, STRATHFIELD SOUTH NSW 2136",-33.8881101,151.074597,0,0.1063015
"144 Maitland Rd, ISLINGTON NSW 2296",-32.9148051,151.7480062,0,0.03162277
"484 Sunnyholt Road, Parklea NSW 2768",-33.7292969,150.9218113,0,0.3252691
"175 Ourimbah Road, Mosman NSW 2088",-33.8209587,151.233291,0,0.03
"3-5 Mayne Street, MURRURUNDI NSW 2338",-31.7658228,150.8427037,3.2356772,1.450862
"51 Tweed Valley Way, Murwillumbah NSW 2484",-28.3188044,153.4294149,0.30708334,0.15
"265-267 Lake Albert Rd, Kooringal NSW 2650",-35.1407736,147.3755366,1.03,2.798035
"301-305 Hume Highway & Boronia Road, Greenacre NSW 2190",-33.905108,151.0418969,0,0.1208305
"542 Princes Highway, Kirrawee NSW 2232",-34.0322173,151.0760722,0,0.05385165
"153 Forest Way, Belrose NSW 2085",-33.734749,151.2212191,0.0042230077,0.07071067
"26 Enmore Rd, Newtown NSW 2042",-33.8984924,151.1770483,0,0.06082762
"88 - 92 Clinton Street, Goulburn NSW 2580",-34.7565393,149.7122908,0.59,0.9323089
"25-27 Unumgar Street, Woodenbong NSW 2476",-28.3892441,152.6119202,3.651421,0.8860022
"3-7 Hendy Rd, Buronga NSW 2648",-34.1705662,142.1813574,2.522539,3.25
"2 Pagan Street, Jerrys Plains NSW 2330",-32.4959116,150.9088467,3.2361696,0.9420191
"2-8 Duncans Lane (Cnr Pacific Hwy), Grafton NSW 2460",-29.7043248,152.9573662,1.9986134,0.3405877
"1 Cranebrook Rd, Cranebrook NSW 2749",-33.6892535,150.7267128,0.26723403,0.5077401
"105 Bent Street, Grafton Fourway NSW 2460",-29.7069364,152.9397156,1.93,0.3605551
"41 Minmi Rd, Maryland NSW 2287",-32.8896321,151.661895,0,0.1063015
"87 Llewellyn St (Cnr Glebe Rd), Merewether NSW 2291",-32.9381716,151.7497415,0,0.01414214
"128 Pacific Hwy, Charlestown NSW 2290",-32.9653715,151.6950649,0,0.04
"3220 Kyogle Rd, Mount Burrell NSW 2484",-28.486222,153.221104,1.8884131,0.33
"1355 Princess Hwy (Cnr Oliver Rd), Heathcote NSW 2233",-34.0877903,151.0070655,0,0.1029563
"403 Argyle St, Picton NSW 2571",-34.1880593,150.6051262,0.48995224,0.3453983
"93-99 Addison Road, Marrickville NSW 2204",-33.9024308,151.1645486,0,0.05
"3-5 Windsor Rd, Kellyville NSW 2155",-33.7098399,150.949569,0,0.3264965
"148 Bridges Rd, New Lambton NSW 2305",-32.9327832,151.7137745,0,0.03605551
"Lot 12 South Western Freeway (Hume Hwy), Pheasants Nest NSW 2574",-34.2828848,150.6394303,0.6793559,0.2915476
"30 St George St Cnr Yarouah St, Mungindi NSW 2406",-28.9782436,148.9986393,9.399951,4.309478
"603 Pacific Hwy, Mount Colah NSW 2079",-33.6703682,151.1152181,0,0.1720465
"2320 Silverdale Rd, Silverdale NSW 2752",-33.8925257,150.6170184,0.4,0.5020956
"3723 Sturt Hwy, Gumly Gumly NSW 2652",-35.1358026,147.4432111,1.1528791,2.789265
"2140 The Northern Rd, Luddenham NSW 2745",-33.8834438,150.6934291,0.42819497,0.4464303
"2 Naylor Street, Cudal NSW 2865",-33.2833832,148.7430098,2.7120285,2.411078
"331 Waterloo Road, Greenacre NSW 2190",-33.8959797,151.0592662,0,0.116619
"Molly Morgan Drive (Stockland Green Hills), East Maitland NSW 2323",-32.7632277,151.5945623,0.05,0.2332381
"162 Hardinge Street, Deniliquin NSW 2710",-35.5338012,144.9511293,2.25,2.310086
"1 Cowper St, Stroud NSW 2425",-32.3908486,151.9565045,2.0210977,0.2716615
"28 Columbus Street, Ivanhoe NSW 2878",-32.900361,144.3020265,11.891356,4.97752
"191-193 Cessnock Rd, Weston NSW 2326",-32.8124841,151.4438421,0.17,0.3252691
"582 Old Northern Road, Dural NSW 2158",-33.6951994,151.0297917,0.055803835,0.2594224
"35 Balfour St, Culcairn NSW 2660",-35.6683675,147.0373593,1.7065159,2.403019
"241 Waterworth Drive, Mount Annan NSW 2567",-34.0494309,150.7602696,0.020001702,0.29
"1190 Burragorang Rd, The Oaks NSW 2570",-34.0749674,150.5385871,0.66114324,0.4579301
"149 - 151 Parkes Street, Helensburgh NSW 2508",-34.1923397,150.9777831,0.18244985,0.03605551
"338-340 Hume Highway, Liverpool NSW 2170",-33.9314498,150.9176754,0,0.2213594
"1 Coast Road, Hastings Point NSW 2489",-28.3560097,153.5728815,0.31429163,0
"Partridge Street, Macksville NSW 2447",-30.7088051,152.9227089,2.76,0.06
"113 Union st, Lismore NSW 2480",-28.8103201,153.2678892,0.56,0.2745906
"1 Mandamah Rd, Barmedman NSW 2668",-34.1599282,147.3846285,4.1859226,3.213985
"390 Avoca Drive (Gosford), Green Point NSW 2251",-33.4626301,151.3637443,NA,0.06324555
"534 Arthur Kaine Drive, Merimbula NSW 2548",-36.9117599,149.9013099,4.42,0
"256 Kissing Point Rd, Dundas NSW 2117",-33.7992244,151.0532939,0,0.1886796
"127A Alfred Street, Parramatta NSW 2150",-33.8178639,151.017544,0,0.1979899
"1 Matland St, Wollar NSW 2850",-32.3623292,149.9495591,6.1422668,1.776542
"378 Pacific Hwy (Cnr Allison Ave), Lane Cove NSW 2066",-33.814049,151.1768514,0,0.09
"141-151 Hume Hwy Cnr Chadderton St, Lansvale NSW 2166",-33.8948938,150.956926,0,0.2024846
"596 Princes Highway, Kirrawee NSW 2232",-34.0322988,151.0711519,0,0.05385165
"1141 Castlereagh Rd, Castlereagh NSW 2749",-33.6693538,150.6771887,0.5567564,0.560803
"141 Church St, Gloucester NSW 2422",-32.0122337,151.9579414,2.22,0.5608921
"194-206 Pacific Hwy, Hornsby NSW 2077",-33.7071996,151.0991475,0,0.2002498
"Cnr Ebden & Wodonga Place, Albury NSW 2640",-36.0889039,146.9136683,0.67,2.059126
"381 North Street, Wooli NSW 2462",-29.8503585,153.2571184,3.6,0.01
"28 Princes Highway, Arncliffe NSW 2205",-33.934248,151.1525355,0,0.02
"9 Davies Rd, Padstow NSW 2211",-33.9472553,151.0370605,0,0.1081665
"487 Princes Hwy, Kirrawee NSW 2232",-34.029236,151.0808877,0,0.04123105
"176 Otho St, Inverell NSW 2360",-29.7783325,151.1155833,3.04,2.043624
"106 Princes Hwy (Cnr Tannery St), Unanderra NSW 2526",-34.4545829,150.8451533,0.14250155,0.06
"90-94 Queen Street (Cnr Broughton Street), Campbelltown NSW 2560",-34.0636095,150.8173509,0,0.2404163
"2 Princes Highway, St Peters NSW 2044",-33.9075766,151.1815092,0,0.05
"17 Rose Street, Wee Waa NSW 2388",-30.2279358,149.4367051,4.65,3.529037
"133-137 Targo, Girraween NSW 2145",-33.799292,150.9522816,0,0.256125
"1432 Windsor Rd (cnr Woodlands St), Vineyard NSW 2765",-33.6573099,150.8743855,0.20327337,0.3883297
"95 Northcote St, Kurri Kurri NSW 2327",-32.8122443,151.4762261,0.17,0.3001666
"289 Cessnock Road, Abermain NSW 2326",-32.8112882,151.4260359,0.32867175,0.3394113
"165 Pacific Highway, Coffs Central NSW 2450",-30.290323,153.12112,1.89,0.02
"42 Ambrose Street, Carey Bay NSW 2283",-33.0229767,151.6051001,0,0.06403124
"21 Railway Pde, HENTY NSW 2658",-35.5181951,147.0363265,2.4255834,2.543423
"60 Riverside, Airds NSW 2560",-34.0858544,150.8286872,0,0.2193171
"171 Manilla Road, Tamworth NSW 2340",-31.0580171,150.8947712,1.7196429,1.914001
"86-88 Macintosh St, Forster NSW 2428",-32.1907934,152.5154818,1.78,0.02236068
"150 Hawkins Street, Howlong NSW 2643",-35.9801188,146.6255321,1.2856007,2.27864
"169 Willoughby Road, Naremburn NSW 2065",-33.8199551,151.2011506,0,0.06
"39  Alexandra  St, Grenfell NSW 2810",-33.89323,148.1568,2.86,2.709686
"Cnr Russell & Terry Street, Albion Park NSW 2527",-35.300041,148.221353,1.3446077,2.012213
"26 Main Street, Wallerawang NSW 2845",-33.4095331,150.0652587,0.96,1.200708
"1131 Great Western Hwy, LITHGOW NSW 2790",-33.4799435,150.1368521,0.66,1.122943
"Cnr Wollombi Road & Alexander Street, Cessnock NSW 2325",-32.8888933,151.2491001,0.7691236,0.4477723
"30 Wallendoon St, Cootamundra NSW 2590",-34.6411305,148.0270838,1.68,2.419463
"181 The River Rd, REVESBY NSW 2212",-33.9558461,151.0172908,0,0.1208305
"851 Richmond Road, Marsden Park NSW 2765",-33.6723498,150.8072623,0.08035711,0.4482187
"22 Hoddle St, Robertson NSW 2577",-34.5879833,150.5893968,1.0654191,0.2789265
"1509-1511 Pittwater Rd, Narrabeen NSW 2101",-33.704651,151.2969397,0,0.01
"21 White St, TAMWORTH NSW 2340",-31.0924759,150.9342624,1.67,1.859301
"638 New South Head Rd, Rose Bay NSW 2029",-33.8706069,151.2677728,0,0.02
"90 Victoria St, TEMORA NSW 2666",-34.4488177,147.5352406,2.56,2.947626
"255 Murray Street, Finley NSW 2713",-35.6454916,145.5749794,2.6175244,2.2912
"1 Molong Street, Stuart town NSW 2820",-32.8078906,149.0757739,4.7382526,2.308679
"147 Cary St, TORONTO NSW 2283",-33.0128966,151.5927672,0,0.07810249
"67 Orange Grove Road, Liverpool NSW 2170",-33.9070501,150.9178992,0,0.2325941
"1389 Camden Valley Way, Leppington NSW 2179",-33.9707082,150.8128577,0.12750539,0.304795
"90 Victoria Street, Temora NSW 2666",-34.4488177,147.5352406,2.56,2.947626
"206 Adelaide St, Heatherbrae NSW 2324",-32.780628,151.737498,0.14,0.1140175
"26 Ferodale Road, Medowie NSW 2318",-32.7397985,151.8544589,0.25,0.09055385
"Lot 4 Tumbi Creek Rd, Berkeley Vale NSW 2261",-33.3612751,151.4448991,0.1,0.04123105
"45 Hambledon Road, Quakers Hill NSW 2763",-33.7174794,150.8921221,0,0.3538361
"434 Crown St, Wollongong West NSW 2500",-34.4251468,150.8735124,0.11,0.03
"124-126 Johnston Street, Annandale NSW 2038",-33.8808348,151.1706799,0,0.07071067
"187 Wilson Road, Green Valley NSW 2168",-33.9074149,150.8677334,0,0.2785678
"2900 Remembrance Drwy, BARGO NSW 2574",-34.2442749,150.5765719,0.67,0.3569314
"67 Shepherds Dr, CHERRYBROOK NSW 2126",-33.7209745,151.044013,0,0.2376973
"69 Marshal St, Cobar NSW 2835",-31.4973112,145.8347673,9.32,5.801836
"85 Tenterfield st, Deepwater NSW 2371",-29.4393519,151.8461363,3.9456959,1.477329
"55-57 Melbourne Stre, Mulwala NSW 2647",-35.9869569,146.0071534,1.55,2.144621
"69-73 George St, Singleton NSW 2330",-32.5629005,151.1755362,0.67,0.688186
"Newell Highway, Tomingley NSW 2869",-32.5224265,148.2788946,4.432213,3.156264
"6 Ilford Rd, Kandos NSW 2848",-32.8553154,149.9704084,2.28,1.463728
"12-14 Norfolk Street, Ingleburn NSW 2565",-33.9999663,150.8647644,0,0.2580698
"96 Albury Street, Harden NSW 2587",-34.5552429,148.3692566,1.94,2.166679
"6 Rudd Rd, Leumeah NSW 2560",-34.0539028,150.8299662,0,0.2404163
"2 Acacia Av, Ruse NSW 2560",-34.0730866,150.8419893,0,0.212132
"181 The Boulevarde, Miranda NSW 2228",-34.0301774,151.1096635,0,0.02828427
"3356 Putty Road, Colo Heights NSW 2756",-33.3651439,150.709243,2.8192701,0.585235
"110 Anzac Parade & Goodwood Street, Kensington NSW 2033",-33.9072534,151.2239719,0,0.04123105
"532 Old Northern Road, Dural NSW 2158",-33.6934905,151.0201585,0.055803835,0.2594224
"16 New England Highway, Nemingha NSW 2340",-31.0971114,150.9378792,1.67,1.859301
"Mitchell Highway, NEVERTIRE NSW 2831",-29.8727478,146.0217648,11.521579,6.400703
"1-3 Beinda St, Bomaderry NSW 2541",-34.8576804,150.6052341,0.49,0.1403567
"21 Abbott St, Gunnedah NSW 2380",-30.9802089,150.2561852,2.5555394,2.411327
"357-361 Summer St (Cnr William), Orange NSW 2800",-33.2844813,149.1053637,1.17,2.091244
"61 Maitland Road, Sandgate NSW 2304",-32.8731538,151.7120357,0.02215326,0.08062258
"464-468 Armidale Road, Nemingha NSW 2340",-31.1236687,150.9835866,1.69,1.801
"89 Ewing St, Murwillumbah NSW 2484",-28.3240043,153.3952823,0.22,0.18
"93-99 Argyle Street, Picton NSW 2571",-34.1685559,150.6115448,0.48591486,0.3443835
"1/3 Haldon St, Lakemba NSW 2195",-33.9179636,151.0763299,0,0.08944272
"399 Gonoo Goonoo Rd, Tamworth NSW 2340",-31.1262225,150.9235052,1.67,1.853213
"1408 Pacific Highway (Corner Duff Street), Turramurra NSW 2074",-33.7331262,151.1264569,0,0.1612452
"297 Watkins Rd, Wangi Wangi NSW 2267",-33.0700583,151.5879503,0.12,0.07
"519 Hume Highway & Corner William Street, Yagoona NSW 2199",-33.888798,150.9711015,0,0.1920937
"309 Byron St, Inverell NSW 2360",-29.7658542,151.1221439,3.04,2.037695
"49-55 Olive St, Mandurama NSW 2792",-33.6516864,149.0725927,2.5605674,1.964205
"1112 Peatsridge Rd, Peats Ridge NSW 2250",-33.3162964,151.2342298,1.7178136,0.224722
"2 Argyle Street, Mullumbimby NSW 2482",-28.5529664,153.5039726,0.7720098,0.05
"309 Wollombi Road, Bellbird Heights NSW 2325",-32.8490425,151.3293341,0.43529016,0.3966106
"26 Summerland Way, Kyogle NSW 2474",-28.6181058,153.0038475,1.2230421,0.553263
"38 Maitland Road, Singleton NSW 2330",-32.5729158,151.1829165,0.67,0.6742403
"315 Auburn St Cnr Bradley St, Goulburn NSW 2580",-34.7493998,149.7233715,0.59,0.9300538
"1618 Canterbury Road (Cnr Gow Street), Punchbowl NSW 2196",-33.9342587,151.039866,0,0.1140175
"Lot 201 John Renshaw Drive, Beresfield NSW 2322",-32.8117128,151.6392757,0.05,0.1746425
"171 Manilla Rd, OXLEY VALE NSW 2340",-31.0576875,150.8949991,1.7196429,1.914001
"85 Beach Street, Harrington NSW 2427",-31.8716554,152.6825027,2.087214,0
"Les Darcy Drive, Maitland NSW 2320",-32.7414389,151.56039,0.05,0.2692582
"4 Lake Street, Windale NSW 2306",-32.99252,151.6831184,0,0.03162277
"5 Picasso Cr, Old Toongabbie NSW 2146",-33.7863623,150.9673428,0,0.254951
"11191 Princes Hwy, Cullendulla NSW 2536",-37.789166,144.9229307,0,0.06
"137 Windsor Road, Northmead NSW 2152",-33.7822271,150.9970736,0,0.2334523
"17 Great Western Hwy, Kelso NSW 2795",-33.4186283,149.602254,0.79,1.597623
"948-950 Canterbury Rd, Roselands NSW 2196",-33.9282478,151.0780977,0,0.08544003
"Bencubbin Avenue, Coleambally NSW 2707",-34.8018968,145.8957656,5.195754,3.187977
"1540 Windsor Road, Vineyard NSW 2765",-33.6499274,150.8627732,0.17392556,0.3962322
"129 Piccadilly St, Riverstone NSW 2765",-33.6762357,150.8667758,0,0.4026164
"109 Erskine Street, Dubbo NSW 2830",-32.2443623,148.6112354,2.1,2.95161
"475 Cleveland St, Redfern NSW 2016",-33.8921803,151.2161559,0,0.05385165
"43 Panmure Rd (Cnr Windsor Road), Rouse Hill NSW 2155",-33.6828426,150.9163622,0.124711365,0.3573514
"51 Sharp Street, Cooma NSW 2630",-36.2328417,149.1296978,1.34,0.9535198
"132 Princes Hway, Kogarah NSW 2217",-33.9748566,151.1283728,0,0.02236068
"59 John Street, Singleton NSW 2330",-32.5674417,151.1653115,0.67,0.6963476
"88 Louee St, Rylstone NSW 2849",-32.7991827,149.9707433,2.46,1.493754
"12 Gallipoli St, St Marys NSW 2760",-33.781325,150.7711334,0,0.4134005
"5-7 Northwood Rd, Longueville NSW 2066",-33.8242994,151.1724645,0,0.09
"832 Bringelly Road, Rossmore NSW 2557",-33.9454067,150.7701315,0.2351743,0.3538361
"43-57 Shellharbour Rd (Warilla Grove Shopping Centre), Warilla NSW 2528",-34.5462515,150.8624148,NA,0.01
"184-186 The Entrance Rd & Gosford Ave, Long Jetty NSW 2261",-33.4364392,151.3855528,0.1,0.05385165
"103 Bridge Street, Uralla NSW 2358",-30.6454284,151.493464,2.31,1.491207
"Tomakin Auto Centre, Tomakin NSW 2537",-35.823331,150.186243,1.9712259,0.01
"64 Orange Grove Road, Warwick Farm NSW 2170",-33.9125354,150.9193777,0,0.2284732
"746-752 Richmond Road, Berkshire Park NSW 2765",-33.6645868,150.7997035,0.08,0.462277
"656 The Entrance Rd, Wamberal NSW 2260",-33.4232852,151.4375863,0.1,0.01
"1962 Camden Valley Way, Edmondson Park NSW 2171",-33.9540165,150.8576556,0,0.2745906
"21 Maitland Road, Hexham NSW 2322",-32.8467662,151.6933884,0.2484216,0.1077033
"1 Dandaloo Street, Narromine NSW 2821",-32.227456,148.2409728,3.166653,3.294799
"365 Liverpool Rd, South Strathfield NSW 2135",-33.8883612,151.0906901,0,0.09219544
"Cnr George St and Burdett St, Hornsby NSW 2077",-33.7023572,151.0993995,0,0.2002498
"133-137 Cary St, Toronto NSW 2283",-33.0119233,151.5931401,0,0.07810249
"941-953 Burke Road, Waterloo NSW 2147",-33.9019095,151.2082286,0,0.05099019
"4352 New England Hwy, Guyra NSW 2365",-30.2060184,151.6757298,3.271598,1.384955
"846 The Horsley Dr, Smithfield NSW 2164",-33.8514982,150.9256232,0,0.25
"80 Barker St, Casino NSW 2470",-28.864366,153.0458904,0.9,0.4386342
"186 The Lakes Way, TUNCURRY NSW 2428",-32.1654432,152.4932745,1.78,0.01
"152-158 Princes Hwy, Dapto NSW 2530",-34.4961776,150.7923242,0.11,0.08544003
"146-148 Coogee Bay Rd, Coogee NSW 2034",-33.9198932,151.2517478,0,0.01
"156 Gordon St, Port Macquarie NSW 2444",-31.4351991,152.9005809,1.62,0.02
"406 Macquarie Street, Liverpool NSW 2145",-33.9281803,150.9191163,0,0.224722
"126-128 Old Bathurst Road & Corner Russell Street, Emu Plains NSW 2750",-33.7429882,150.6547009,0,0.537122
"87 Mitchell St., Bourke NSW 2840",-30.0893999,145.9446084,10.44,6.34874
"110 Lane Cove Rd, Ryde NSW 2112",-33.8014733,151.1137633,0,0.150333
"11312 Hume Hwy, Holbrook NSW 2644",-35.7132691,147.3202247,2.0129242,2.264509
"54 Deniliquin Road, Tocumwal NSW 2714",-35.810786,145.5608178,2.2875872,2.125512
"5 Glenwood Drive, Thornton NSW 2232",-32.7899706,151.6350365,0.05,0.1886796
"1046 Forest Road, Lugarno NSW 2210",-33.9774099,151.0469226,0,0.08544003
"122 Princess Highway, Bodalla NSW 2545",-36.0938633,150.0521007,3.0021172,0.0728011
"616-626 Willoughby Rd (Cnr Penkivil St), Willoughby NSW 2068",-33.8058962,151.1989154,0,0.07071067
"94-96 Church Street, Glen Innes NSW 2370",-29.7441645,151.7362483,2.66,1.488523
"77 Church Street, Mudgee NSW 2850",-32.5928262,149.5879271,2.1470497,1.931269
"5 Princes Highway, Moruya NSW 2537",-35.9045227,150.081585,2.01,0.07071067
"90 Patton Street, Broken Hill NSW 2880",-31.9810318,141.4589898,3.23,3.589499
"10 Pacific St, Crescent Head NSW 2440",-31.1892888,152.9743765,NA,0.01
"174 Ryan St, South Grafton NSW 2460",-29.7029717,152.9287957,1.9832932,0.3705401
"69-71 Pacific Highway, Gosford West NSW 2250",-33.427301,151.321474,0.08,0.09999999
"76 Glossop Street, St Marys NSW 2760",-33.7602001,150.7816733,0,0.4159327
"1233 Victoria Road (Cnr Marsden Rd), West Ryde NSW 2114",-33.8067203,151.0709707,0,0.17
"3 Angaphora Drive, Warabrook NSW 2304",-32.8866831,151.7196105,0,0.07211103
"68-89 Ozone Street, Chinderah NSW 2487",-28.2438787,153.5571671,0,0.01414214
"Hume Highway, Marulan South NSW 2579",-34.7185866,149.9981226,1.68,0.7427651
"4974 Pacific Highway (Cnr Lemon Tree Rd), Halfway Creek NSW 2460",-29.9349254,153.0948975,3.3694642,0.1360147
"148 Bridge Street (Cnr Hill St), Muswellbrook NSW 2333",-32.2608509,150.8889681,1.4453186,1.101136
"775 Princes Hwy, Tempe NSW 2044",-33.925351,151.1596833,0,0.03
"26 Dowling Street (Cnr Newell Hwy), Forbes NSW 2871",-33.381459,148.0111008,2.61,3.054996
"39 Oaks Rd, Thirlmere NSW 2752",-34.2013683,150.5608786,0.70477784,0.3764306
"16 Monkley Avenue, Salamander Bay NSW 2317",-32.7221749,152.0776234,NA,0.01
"17 Mount St, Mount Druitt NSW 2770",-33.7656167,150.8244953,0,0.3807887
"104-106 Elizabeth Drive,, Liverpool NSW 2170",-33.91841,150.9132597,0,0.2284732
"316 Penhurst St, Willoughby NSW 2068",-33.7938147,151.1958944,0,0.0728011
"702-704 Warringah Road, Forestville NSW 2087",-33.761761,151.207051,0,0.07810249
"230 Shellharbour Rd, Warilla NSW 2528",-34.5570026,150.8592904,0.11,0.02
"127 Loftus Ave, Loftus NSW 2232",-34.0456337,151.0507778,0,0.07615773
"1466 Kyogle Rd, Uki NSW 2484",-28.4137375,153.334754,0.68393195,0.2202272
"65 Cooma Rd, Narrabri NSW 2390",-30.3348945,149.7698816,3.75,3.218276
"115 Heathcote Rd, Wattle Grove NSW 2173",-33.9466181,150.9472453,0,0.1897366
"2 Atchison Road, Macquarie Fields NSW 2564",-33.9892632,150.8823432,0,0.2408319
"119 Harbord Rd, Freshwater NSW 2096",-33.7724673,151.2794674,0,0.02
"884-888 Hume Hwy (Cnr Strickland St), Bass Hill NSW 2197",-33.8995507,150.9974773,0,0.1702939
"1443 Camden Valley Way, Leppington NSW 2171",-33.9664303,150.8155811,0.06642968,0.31241
"6-8 Pacific Hwy, Kariong NSW 2250",-33.4332183,151.2271799,0.81484574,0.1272792
"450 Great Western Hw, Faulconbridge NSW 2776",-33.6942982,150.5478807,0,0.6576473
"551 Darling St, Rozelle NSW 2039",-33.8591569,151.1716429,0,0.09486832
"Bungalow ROAD, North Ballina NSW 2478",-28.8801583,153.55654,0.72,0.01
"142-148 Corrimal St, Wollongong NSW 2500",-34.4287442,150.8989414,0.11,0.01
"45 Yanko Road, West Pymble NSW 2073",-33.7620792,151.1285255,0,0.1486607
"16-38 Military Rd, Neutral Bay NSW 2089",-33.8290796,151.2162998,0,0.05
"18 Allandale St, Kearsley NSW 2325",-32.8586632,151.3951061,0.3810247,0.3342155
"31-35 Unwins Bridge, Sydenham NSW 2044",-33.9147179,151.1684514,0,0.04
"121 Castlereagh St, Coonamble NSW 2829",-30.9616327,148.3905642,6.03,3.865178
