"Record ID","Catalog Number","Match Taxon Concept GUID","Scientific Name","Vernacular Name","Matched Scientific Name","Taxon Rank - matched","Vernacular Name - matched","Kingdom - matched","Phylum - matched","Class - matched","Order - matched","Family - matched","Genus - matched","Species - matched","Subspecies - matched","Institution Code","Collection Code","locality","Latitude - original","Longitude - original","geodetic Datum","Latitude - processed","Longitude - processed","Coordinate Uncertainty in Metres - parsed","Country - parsed","Collector","Year - parsed","Month - parsed","Event Date - parsed","Basis Of Record - original","Basis Of Record - processed","Sex","Taxon identification issue","Location Quality","Data Resource ID","Remoteness index","Distance - to coast","Occurrence status assumed to be present","Country inferred from coordinates","First of the month","Geodetic datum assumed WGS84","Name not recognised"
"089e098e-9ede-4c92-bf75-575420d39b28","","","","","","","","","","","","","","","","","","68 Jindabyne Rd, Berridale NSW 2628","-36.3653974","148.8270154","","-36.3653974","148.8270154","","Australia","","2016","06","2016-06-01","","","","","true","drt16110","2.3565304","1.199708","true","true","true","true","true"
"08a9d842-cde7-46a0-b988-b8c217731101","","","","","","","","","","","","","","","","","","1 Richmond St, LAWRENCE NSW 2460","-29.4994685","153.1004759","","-29.4994685","153.1004759","","Australia","","2016","06","2016-06-01","","","","","true","drt16110","2.42","0.2404163","true","true","true","true","true"
"08b1b1bb-2499-47c8-9e20-b230244e55ac","","","","","","","","","","","","","","","","","","321 Gardeners Rd, Rosebery NSW 2018","-33.9229812","151.2060166","","-33.9229812","151.2060166","","Australia","","2016","06","2016-06-01","","","","","true","drt16110","0.0","0.03162277","true","true","true","true","true"
"091bde32-a0b6-4f83-99f2-c65507504fbc","","","","","","","","","","","","","","","","","","57 Pangee Street, Nyngan NSW 2825","-31.5614859","147.1928595","","-31.5614859","147.1928595","","Australia","","2016","06","2016-06-01","","","","","true","drt16110","6.4717135","4.525881","true","true","true","true","true"
"09350713-1cb1-4bef-9c24-aae5e8398522","","","","","","","","","","","","","","","","","","331 Princes Hwy, Milton NSW 2538","-35.3311518","150.4487194","","-35.3311518","150.4487194","","Australia","","2016","06","2016-06-01","","","","","true","drt16110","1.32","0.03","true","true","true","true","true"
"094bc86c-34bd-4db3-9e53-dfdc59f7d618","","","","","","","","","","","","","","","","","","1 Warners Bay Road, Warners Bay NSW 2280","-32.9817641","151.6463889","","-32.9817641","151.6463889","","Australia","","2016","06","2016-06-01","","","","","true","drt16110","0.0","0.06403124","true","true","true","true","true"
"099a1697-2535-469e-9375-6ce1af7be1b5","","","","","","","","","","","","","","","","","","2 Rawson Road, GRANVILLE NSW 2142","-33.8636347","151.0088363","","-33.8636347","151.0088363","","Australia","","2016","06","2016-06-01","","","","","true","drt16110","0.0","0.1749285","true","true","true","true","true"
"099e0bd6-d32f-4913-9a81-2a3830339754","","","","","","","","","","","","","","","","","","Merrylands Road & Braeside St, Greystanes NSW 2145","-33.8315303","150.9663485","","-33.8315303","150.9663485","","Australia","","2016","06","2016-06-01","","","","","true","drt16110","0.0","0.224722","true","true","true","true","true"
"09f6aa5f-32b2-4e9b-85d5-b4bc1b8941ec","","","","","","","","","","","","","","","","","","166 John St Cnr Gladstone St, Cabramatta NSW 2166","-33.894009","150.9285354","","-33.894009","150.9285354","","Australia","","2016","06","2016-06-01","","","","","true","drt16110","0.0","0.2282542","true","true","true","true","true"
"0a00269e-5c71-4eb8-b587-bc2dd25db3d9","","","","","","","","","","","","","","","","","","61 Brown Road, Bonnyrigg NSW 2177","-33.896933","150.8838647","","-33.896933","150.8838647","","Australia","","2016","06","2016-06-01","","","","","true","drt16110","0.0","0.2640076","true","true","true","true","true"
"0a174a09-30d5-4703-a451-3749d29c9b37","","","","","","","","","","","","","","","","","","92 Mulgoa Road & Batt Street, Jamisontown NSW 2750","-33.7665561","150.6795954","","-33.7665561","150.6795954","","Australia","","2016","06","2016-06-01","","","","","true","drt16110","0.0","0.51","true","true","true","true","true"
