POA,resident_population,seifa_score
6442,2695,962.976608
6443,1145,895.7047283
6445,161,1052.273283
6447,491,1063.801994
6448,445,997.2336895
6450,12352,974.7863959
6460,985,961.2508496
6461,373,922.0173637
6462,306,1042.559533
6468,208,1028.93621
6472,185,1044.959419
6475,434,964.8955611
6477,293,1027.788378
6479,497,1003.53871
6485,524,931.2529862
6488,347,943.3826696
6490,231,962.5540919
6501,1022,1025.439539
6502,1061,985.7799034
6503,2037,997.4817714
6505,285,1051.827909
6507,399,1047.08559
6509,320,1039.595499
6510,2045,959.4138843
6511,460,944.4713153
6513,190,1018.436745
6514,612,898.9778712
6515,457,1028.685189
6516,1513,976.1092087
6517,425,1000.085623
6518,116,908.0209544
6519,622,954.2714455
6521,336,1061.649738
6522,479,972.2174734
6525,3568,972.3988606
6528,288,993.7413588
6530,31972,964.3177891
6532,5786,1027.650446
6535,1481,925.8610091
6536,1498,955.2254668
6537,642,926.5037014
6556,1845,1024.729808
6558,2172,1023.093383
6560,1286,902.1740558
6562,1150,986.8100187
6564,332,974.0071949
6566,3081,969.4586303
6567,367,1001.482785
6568,249,959.4814022
6569,331,986.8006545
6575,243,1028.14069
6603,1129,954.8501156
6606,305,1066.557269
6608,259,1067.744864
6609,562,984.5055038
6612,236,1014.646142
6620,186,952.8533151
6623,1612,986.2014453
6628,182,1082.684036
6630,533,892.7221421
6635,517,923.7331547
6638,643,861.8993293
6639,105,931.6533035
6640,269,863.6908529
6642,1374,856.5634685
6646,1154,814.1280703
6701,5786,924.9994968
6705,243,759.6651035
6707,2386,1014.752495
6710,2376,906.0402852
6713,1270,1100.033971
6714,18303,1082.10302
6716,653,1029.879035
6718,807,816.4702377
6720,2547,1005.472385
6721,5205,1096.242609
6722,10546,1022.999976
6725,9876,940.8683699
6726,5146,1015.442871
6728,6909,807.6583093
6740,1754,749.1437023
6743,6345,944.4443367
6751,5468,1053.390599
6753,9080,1016.351744
6754,1498,1033.190424
6758,179,761.9771114
6760,511,702.1455149
6762,1168,619.0295285
6765,1529,735.5992041
6770,3268,669.497915
